Date;Open;High;Low;Close;VWD;VWS;VWM;ADJ;Candle;Volume
03/08/2022 12:11:23.549;105423.83;105525.68;105398.36;105525.68;105686.56;105224.38;105224.38;103812.00;25;271937
03/08/2022 12:04:52.090;105321.97;105423.83;105169.18;105423.83;105695.13;105222.71;105222.71;103812.00;24;227024
03/08/2022 11:45:59.489;105321.97;105510.41;105220.11;105220.11;105708.96;105222.37;105222.37;103812.00;23;525567
03/08/2022 11:35:55.483;105321.97;105423.83;105143.71;105423.83;105734.64;105219.90;105219.90;103812.00;22;464294
03/08/2022 11:33:50.256;105321.97;105388.18;105220.11;105220.11;105769.69;105218.98;105218.98;103812.00;21;102939
03/08/2022 11:28:13.112;105423.83;105586.80;105321.97;105321.97;105778.19;105218.76;105218.76;103812.00;20;254760
03/08/2022 11:19:05.880;105423.83;105525.68;105296.50;105525.68;105793.62;105217.21;105217.21;103812.00;19;301652
03/08/2022 11:17:45.349;105423.83;105449.29;105321.97;105321.97;105817.12;105215.79;105215.79;103812.00;18;96313
03/08/2022 11:11:53.692;105525.68;105698.84;105423.83;105423.83;105825.23;105215.34;105215.34;103812.00;17;270277
03/08/2022 11:00:20.245;105627.54;105805.80;105525.68;105525.68;105839.91;105212.77;105212.77;103812.00;16;542390
03/08/2022 11:00:00.205;105729.40;105790.52;105627.54;105627.54;105861.37;105205.90;105205.90;103812.00;15;52768
03/08/2022 10:51:03.961;105831.26;106004.42;105729.40;105729.40;105863.64;105205.21;105205.21;103812.00;14;288230
03/08/2022 10:46:01.882;105831.26;105933.12;105642.82;105933.12;105860.65;105199.59;105199.59;103812.00;13;263701
03/08/2022 10:38:34.544;105831.26;105953.49;105729.40;105729.40;105865.18;105195.17;105195.17;103812.00;12;369895
03/08/2022 10:38:14.757;105831.26;105933.12;105800.70;105933.12;105867.22;105188.33;105188.33;103812.00;11;49670
03/08/2022 10:33:25.408;105729.40;105831.26;105556.24;105831.26;105867.11;105187.36;105187.36;103812.00;10;267599
03/08/2022 10:32:10.460;105627.54;105729.40;105490.03;105729.40;105883.70;105183.56;105183.56;103812.00;9;119401
03/08/2022 10:31:23.173;105627.54;105637.73;105525.68;105525.68;105894.71;105182.06;105182.06;103812.00;8;81182
03/08/2022 10:29:14.146;105729.40;105805.80;105627.54;105627.54;105903.84;105181.12;105181.12;103812.00;7;161390
03/08/2022 10:14:32.248;105831.26;105984.05;105729.40;105729.40;105915.69;105178.64;105178.64;103812.00;6;564749
03/08/2022 10:08:05.025;105831.26;105933.12;105703.94;105933.12;105925.35;105166.98;105166.98;103812.00;5;304660
03/08/2022 10:04:12.587;105831.26;105892.38;105729.40;105729.40;105947.42;105161.25;105161.25;103812.00;4;202428
03/08/2022 09:18:42.992;105933.12;106050.26;105831.26;105831.26;105965.77;105157.34;105157.34;103812.00;3;1088401
03/08/2022 09:06:03.751;106034.98;106147.02;105933.12;105933.12;106059.81;105131.47;105131.47;103812.00;2;271245
03/08/2022 09:00:57.563;106136.84;106310.00;106034.98;106034.98;106124.16;105123.97;105123.97;103812.00;1;166335
02/08/2022 17:49:16.011;106136.84;106238.70;106060.44;106238.70;105185.76;105118.77;105118.77;102756.00;86;58733
02/08/2022 17:43:01.052;106034.98;106136.84;106019.70;106136.84;105182.56;105116.90;105116.90;102756.00;85;83490
02/08/2022 17:41:58.399;105933.12;106034.98;105922.93;106034.98;105178.24;105114.38;105114.38;102756.00;84;28894
02/08/2022 17:04:18.964;105831.26;105933.12;105703.94;105933.12;105176.91;105113.60;105113.60;102756.00;83;348536
02/08/2022 16:53:41.655;105729.40;105831.26;105591.89;105831.26;105164.05;105105.96;105105.96;102756.00;82;257504
02/08/2022 16:50:51.974;105729.40;105770.15;105627.54;105627.54;105156.15;105101.26;105101.26;102756.00;81;76700
02/08/2022 16:30:38.114;105831.26;105963.68;105729.40;105729.40;105153.62;105099.77;105099.77;102756.00;80;440357
02/08/2022 16:18:50.804;105831.26;105933.12;105709.03;105933.12;105135.09;105089.22;105089.22;102756.00;79;307727
02/08/2022 16:00:29.146;105831.26;105928.03;105729.40;105729.40;105122.14;105081.99;105081.99;102756.00;78;463033
02/08/2022 15:50:29.609;105933.12;106050.26;105831.26;105831.26;105101.76;105070.86;105070.86;102756.00;77;254610
02/08/2022 15:48:08.690;105933.12;106034.98;105821.07;106034.98;105088.11;105063.62;105063.62;102756.00;76;104091
02/08/2022 15:32:41.276;105933.12;106075.72;105831.26;105831.26;105082.21;105060.53;105060.53;102756.00;75;411297
02/08/2022 15:23:39.820;105933.12;106034.98;105841.45;106034.98;105057.24;105047.68;105047.68;102756.00;74;345061
02/08/2022 15:23:17.993;105831.26;105933.12;105826.17;105933.12;105035.97;105037.00;105037.00;102756.00;73;47922
02/08/2022 15:08:35.699;105729.40;105831.26;105612.26;105831.26;105033.14;105035.60;105035.60;102756.00;72;430072
02/08/2022 14:58:47.347;105627.54;105729.40;105500.22;105729.40;105011.26;105024.96;105024.96;102756.00;71;283115
02/08/2022 14:44:47.763;105525.68;105627.54;105388.18;105627.54;104998.97;105019.16;105019.16;102756.00;70;424128
02/08/2022 14:36:21.635;105423.83;105525.68;105260.85;105525.68;104982.94;105011.85;105011.85;102756.00;69;272455
02/08/2022 14:30:47.228;105423.83;105484.94;105321.97;105321.97;104974.49;105008.18;105008.18;102756.00;68;262377
02/08/2022 14:28:45.694;105525.68;105535.87;105423.83;105423.83;104965.48;105004.31;105004.31;102756.00;67;97644
02/08/2022 14:25:47.085;105627.54;105729.40;105525.68;105525.68;104961.35;105002.55;105002.55;102756.00;66;139175
02/08/2022 14:25:09.680;105729.40;105734.49;105627.54;105627.54;104953.96;104999.36;104999.36;102756.00;65;64058
02/08/2022 14:23:46.824;105831.26;105836.35;105729.40;105729.40;104950.18;104997.73;104997.73;102756.00;64;60916
02/08/2022 14:10:20.689;105933.12;106091.00;105831.26;105831.26;104945.99;104995.93;104995.93;102756.00;63;344606
02/08/2022 14:05:31.461;105933.12;106034.98;105872.00;106034.98;104916.25;104983.19;104983.19;102756.00;62;118891
02/08/2022 13:51:10.476;105831.26;105933.12;105703.94;105933.12;104905.95;104978.88;104978.88;102756.00;61;277778
02/08/2022 13:41:24.370;105831.26;106004.42;105729.40;105729.40;104883.06;104969.55;104969.55;102756.00;60;248477
02/08/2022 13:35:14.152;105831.26;105933.12;105800.70;105933.12;104861.32;104960.89;104960.89;102756.00;59;181611
02/08/2022 12:36:08.512;105729.40;105831.26;105535.87;105831.26;104844.79;104954.45;104954.45;102756.00;58;1134969
02/08/2022 12:25:38.872;105627.54;105729.40;105474.76;105729.40;104745.51;104919.23;104919.23;102756.00;57;375709
02/08/2022 12:25:31.774;105525.68;105627.54;105510.41;105627.54;104711.93;104908.62;104908.62;102756.00;56;20479
02/08/2022 12:04:33.325;105423.83;105525.68;105230.29;105525.68;104710.12;104908.07;104908.07;102756.00;55;552866
02/08/2022 11:59:57.115;105423.83;105561.33;105321.97;105321.97;104669.30;104897.14;104897.14;102756.00;54;159516
02/08/2022 11:58:53.752;105423.83;105525.68;105311.78;105525.68;104655.17;104893.36;104893.36;102756.00;53;52688
02/08/2022 11:56:50.270;105423.83;105454.38;105321.97;105321.97;104650.65;104892.20;104892.20;102756.00;52;99814
02/08/2022 11:53:30.795;105525.68;105688.66;105423.83;105423.83;104642.23;104890.09;104890.09;102756.00;51;224671
02/08/2022 11:50:59.641;105525.68;105627.54;105383.08;105627.54;104617.94;104883.59;104883.59;102756.00;50;187188
02/08/2022 11:50:52.969;105423.83;105525.68;105418.73;105525.68;104598.01;104878.55;104878.55;102756.00;49;26609
02/08/2022 11:49:42.374;105321.97;105423.83;105250.67;105423.83;104595.14;104877.84;104877.84;102756.00;48;81222
02/08/2022 11:49:12.526;105220.11;105321.97;105215.02;105321.97;104587.73;104876.19;104876.19;102756.00;47;66284
02/08/2022 11:45:58.077;105118.25;105220.11;105001.11;105220.11;104582.14;104875.04;104875.04;102756.00;46;131029
02/08/2022 11:43:13.079;105118.25;105235.39;105016.39;105016.39;104573.13;104873.56;104873.56;102756.00;45;181053
02/08/2022 11:42:26.663;105118.25;105220.11;105057.13;105220.11;104560.11;104871.47;104871.47;102756.00;44;93492
02/08/2022 11:41:48.946;105016.39;105118.25;104924.72;105118.25;104552.98;104870.32;104870.32;102756.00;43;89208
02/08/2022 11:41:43.313;104914.53;105016.39;104889.07;105016.39;104547.46;104869.71;104869.71;102756.00;42;22670
02/08/2022 11:41:31.521;104812.67;104914.53;104787.21;104914.53;104546.23;104869.62;104869.62;102756.00;41;42184
02/08/2022 11:40:50.851;104710.81;104812.67;104639.51;104812.67;104544.53;104869.66;104869.66;102756.00;40;73430
02/08/2022 11:39:25.528;104608.96;104710.81;104578.40;104710.81;104542.85;104870.18;104870.18;102756.00;39;84020
02/08/2022 11:38:27.646;104507.10;104608.96;104389.96;104608.96;104541.80;104871.08;104871.08;102756.00;38;59683
02/08/2022 11:35:20.596;104507.10;104563.12;104405.24;104405.24;104542.08;104872.08;104872.08;102756.00;37;146912
02/08/2022 11:32:37.032;104608.96;104782.12;104507.10;104507.10;104542.95;104874.60;104874.60;102756.00;36;148205
02/08/2022 11:30:02.820;104608.96;104710.81;104507.10;104710.81;104540.62;104876.13;104876.13;102756.00;35;165545
02/08/2022 11:16:53.146;104507.10;104608.96;104313.57;104608.96;104538.56;104878.08;104878.08;102756.00;34;527273
02/08/2022 11:15:42.343;104507.10;104624.23;104405.24;104405.24;104545.58;104888.81;104888.81;102756.00;33;90556
02/08/2022 11:15:24.550;104507.10;104608.96;104507.10;104608.96;104545.95;104890.42;104890.42;102756.00;32;31630
02/08/2022 11:11:31.653;104405.24;104507.10;104308.47;104507.10;104545.96;104890.95;104890.95;102756.00;31;185004
02/08/2022 11:11:16.314;104303.38;104405.24;104303.38;104405.24;104550.28;104895.33;104895.33;102756.00;30;25363
02/08/2022 11:10:24.278;104201.52;104303.38;104064.01;104303.38;104551.11;104896.00;104896.00;102756.00;29;102610
02/08/2022 11:10:11.640;104201.52;104201.52;104099.66;104099.66;104557.30;104899.52;104899.52;102756.00;28;43902
02/08/2022 11:03:40.422;104303.38;104456.17;104201.52;104201.52;104560.40;104901.14;104901.14;102756.00;27;349407
02/08/2022 11:02:14.295;104405.24;104445.98;104303.38;104303.38;104575.00;104911.11;104911.11;102756.00;26;145420
02/08/2022 11:00:09.163;104507.10;104588.58;104405.24;104405.24;104580.60;104915.07;104915.07;102756.00;25;167533
02/08/2022 10:50:17.557;104608.96;104792.30;104507.10;104507.10;104583.40;104918.66;104918.66;102756.00;24;649667
02/08/2022 10:49:06.681;104710.81;104721.00;104608.96;104608.96;104578.00;104928.83;104928.83;102756.00;23;124345
02/08/2022 10:45:51.829;104812.67;104934.90;104710.81;104710.81;104575.59;104930.58;104930.58;102756.00;22;163847
02/08/2022 10:41:37.479;104812.67;104914.53;104659.88;104914.53;104564.64;104931.22;104931.22;102756.00;21;273418
02/08/2022 10:38:09.254;104812.67;104970.55;104710.81;104710.81;104551.51;104933.84;104933.84;102756.00;20;235461
02/08/2022 10:35:43.065;104914.53;105052.04;104812.67;104812.67;104532.50;104934.90;104934.90;102756.00;19;157008
02/08/2022 10:33:31.245;105016.39;105143.71;104914.53;104914.53;104515.11;104934.97;104934.97;102756.00;18;160080
02/08/2022 10:32:00.023;105016.39;105118.25;104883.97;105118.25;104491.49;104934.24;104934.24;102756.00;17;167781
02/08/2022 10:31:33.948;104914.53;105016.39;104904.35;105016.39;104464.50;104933.51;104933.51;102756.00;16;76758
02/08/2022 10:11:24.174;104812.67;104914.53;104659.88;104914.53;104452.28;104933.37;104933.37;102756.00;15;845817
02/08/2022 10:11:19.491;104710.81;104812.67;104710.81;104812.67;104332.96;104941.19;104941.19;102756.00;14;26512
02/08/2022 10:09:47.805;104608.96;104710.81;104563.12;104710.81;104328.05;104941.48;104941.48;102756.00;13;125623
02/08/2022 10:07:08.462;104507.10;104608.96;104430.70;104608.96;104310.18;104943.79;104943.79;102756.00;12;127495
02/08/2022 10:04:21.921;104405.24;104507.10;104247.36;104507.10;104296.68;104947.02;104947.02;102756.00;11;202729
02/08/2022 10:00:26.256;104405.24;104537.65;104303.38;104303.38;104287.44;104954.06;104954.06;102756.00;10;219598
02/08/2022 09:56:00.117;104405.24;104507.10;104364.49;104507.10;104266.48;104961.06;104961.06;102756.00;9;147633
02/08/2022 09:07:06.673;104303.38;104405.24;104130.22;104405.24;104250.78;104966.05;104966.05;102756.00;8;1243544
02/08/2022 09:03:11.647;104201.52;104303.38;104165.87;104303.38;104151.31;105025.03;105025.03;102756.00;7;103392
02/08/2022 09:01:11.513;104099.66;104201.52;103992.71;104201.52;104088.12;105030.73;105030.73;102756.00;6;82571
02/08/2022 09:01:00.023;104099.66;104125.13;103997.80;103997.80;104090.49;105036.09;105036.09;102756.00;5;20878
02/08/2022 09:00:59.368;104201.52;104201.52;104099.66;104099.66;104144.41;105037.48;105037.48;102756.00;4;8667
02/08/2022 09:00:59.368;104303.38;104303.38;104201.52;104201.52;104235.47;105038.02;105038.02;102756.00;3;0
02/08/2022 09:00:59.368;104405.24;104405.24;104303.38;104303.38;104337.33;105038.02;105038.02;102756.00;2;0
02/08/2022 09:00:59.368;104507.10;104507.10;104405.24;104405.24;104439.19;105038.02;105038.02;102756.00;1;0
01/08/2022 17:06:48.123;104608.96;104771.93;104507.10;104507.10;105038.02;105038.02;105038.02;103789.00;78;436948
01/08/2022 16:55:12.984;104608.96;104710.81;104440.89;104710.81;105049.27;105049.27;105049.27;103789.00;77;225049
01/08/2022 16:27:26.254;104608.96;104751.56;104507.10;104507.10;105057.35;105057.35;105057.35;103789.00;76;590706
01/08/2022 16:22:35.282;104710.81;104721.00;104608.96;104608.96;105075.83;105075.83;105075.83;103789.00;75;104393
01/08/2022 15:58:54.862;104812.67;104934.90;104710.81;104710.81;105079.06;105079.06;105079.06;103789.00;74;457288
01/08/2022 15:57:32.142;104812.67;104914.53;104792.30;104914.53;105088.17;105088.17;105088.17;103789.00;73;67711
01/08/2022 15:55:53.083;104710.81;104812.67;104705.72;104812.67;105089.43;105089.43;105089.43;103789.00;72;73760
01/08/2022 15:32:42.608;104608.96;104710.81;104486.72;104710.81;105091.36;105091.36;105091.36;103789.00;71;485924
01/08/2022 15:10:53.476;104507.10;104608.96;104395.05;104608.96;105111.73;105111.73;105111.73;103789.00;70;480851
01/08/2022 15:00:52.485;104405.24;104507.10;104283.01;104507.10;105136.49;105136.49;105136.49;103789.00;69;264917
01/08/2022 14:46:15.683;104303.38;104405.24;104160.78;104405.24;105153.47;105153.47;105153.47;103789.00;68;455954
01/08/2022 14:45:33.118;104303.38;104313.57;104201.52;104201.52;105190.59;105190.59;105190.59;103789.00;67;62689
01/08/2022 14:32:56.961;104405.24;104537.65;104303.38;104303.38;105195.99;105195.99;105195.99;103789.00;66;360894
01/08/2022 14:29:03.497;104507.10;104573.30;104405.24;104405.24;105222.93;105222.93;105222.93;103789.00;65;138151
01/08/2022 14:20:36.819;104608.96;104761.74;104507.10;104507.10;105232.84;105232.84;105232.84;103789.00;64;239152
01/08/2022 14:14:26.131;104710.81;104853.42;104608.96;104608.96;105247.17;105247.17;105247.17;103789.00;63;166159
01/08/2022 14:02:42.063;104710.81;104812.67;104532.56;104812.67;105255.60;105255.60;105255.60;103789.00;62;311420
01/08/2022 14:02:18.973;104710.81;104726.09;104608.96;104608.96;105274.79;105274.79;105274.79;103789.00;61;42551
01/08/2022 14:01:34.294;104812.67;104827.95;104710.81;104710.81;105277.52;105277.52;105277.52;103789.00;60;35873
01/08/2022 13:58:38.481;104914.53;104985.83;104812.67;104812.67;105279.42;105279.42;105279.42;103789.00;59;114410
01/08/2022 13:56:41.045;105016.39;105118.25;104914.53;104914.53;105283.94;105283.94;105283.94;103789.00;58;89192
01/08/2022 13:55:59.117;105118.25;105128.44;105016.39;105016.39;105286.40;105286.40;105286.40;103789.00;57;46278
01/08/2022 13:54:21.821;105220.11;105220.11;105118.25;105118.25;105287.44;105287.44;105287.44;103789.00;56;58072
01/08/2022 13:38:54.613;105321.97;105444.20;105220.11;105220.11;105288.19;105288.19;105288.19;103789.00;55;259400
01/08/2022 13:33:11.861;105321.97;105423.83;105215.02;105423.83;105287.39;105287.39;105287.39;103789.00;54;109291
01/08/2022 13:22:38.032;105321.97;105454.38;105220.11;105220.11;105286.71;105286.71;105286.71;103789.00;53;210300
01/08/2022 12:36:59.687;105321.97;105423.83;105153.90;105423.83;105285.03;105285.03;105285.03;103789.00;52;784897
01/08/2022 12:32:52.401;105321.97;105372.90;105220.11;105220.11;105284.97;105284.97;105284.97;103789.00;51;100686
01/08/2022 12:27:32.134;105423.83;105556.24;105321.97;105321.97;105284.75;105284.75;105284.75;103789.00;50;118329
01/08/2022 12:20:06.803;105423.83;105525.68;105291.41;105525.68;105282.59;105282.59;105282.59;103789.00;49;165781
01/08/2022 12:06:26.365;105423.83;105581.71;105321.97;105321.97;105279.33;105279.33;105279.33;103789.00;48;322845
01/08/2022 12:04:25.539;105525.68;105571.52;105423.83;105423.83;105270.58;105270.58;105270.58;103789.00;47;67921
01/08/2022 12:00:49.327;105627.54;105739.59;105525.68;105525.68;105268.33;105268.33;105268.33;103789.00;46;94382
01/08/2022 11:55:37.604;105627.54;105729.40;105505.31;105729.40;105263.65;105263.65;105263.65;103789.00;45;161549
01/08/2022 11:50:58.118;105627.54;105831.26;105525.68;105525.68;105254.87;105254.87;105254.87;103789.00;44;214165
01/08/2022 11:50:22.502;105627.54;105729.40;105622.45;105729.40;105240.51;105240.51;105240.51;103789.00;43;58955
01/08/2022 11:49:21.923;105525.68;105627.54;105490.03;105627.54;105236.56;105236.56;105236.56;103789.00;42;83264
01/08/2022 11:48:37.476;105423.83;105525.68;105408.55;105525.68;105232.28;105232.28;105232.28;103789.00;41;36914
01/08/2022 11:46:00.811;105321.97;105423.83;105276.13;105423.83;105230.88;105230.88;105230.88;103789.00;40;88379
01/08/2022 11:43:34.569;105220.11;105321.97;105169.18;105321.97;105229.45;105229.45;105229.45;103789.00;39;87706
01/08/2022 11:41:05.607;105118.25;105220.11;105067.32;105220.11;105229.08;105229.08;105229.08;103789.00;38;75014
01/08/2022 11:34:17.232;105016.39;105118.25;104899.25;105118.25;105230.14;105230.14;105230.14;103789.00;37;229633
01/08/2022 11:30:25.853;104914.53;105016.39;104726.09;105016.39;105238.24;105238.24;105238.24;103789.00;36;200620
01/08/2022 11:30:05.128;104914.53;104970.55;104812.67;104812.67;105252.59;105252.59;105252.59;103789.00;35;49259
01/08/2022 11:28:55.644;105016.39;105016.39;104914.53;104914.53;105255.66;105255.66;105255.66;103789.00;34;99794
01/08/2022 11:25:15.195;105118.25;105276.13;105016.39;105016.39;105260.98;105260.98;105260.98;103789.00;33;175197
01/08/2022 11:20:06.095;105220.11;105296.50;105118.25;105118.25;105265.09;105265.09;105265.09;103789.00;32;216209
01/08/2022 11:19:46.408;105321.97;105321.97;105220.11;105220.11;105267.68;105267.68;105267.68;103789.00;31;29220
01/08/2022 11:17:39.188;105423.83;105434.01;105321.97;105321.97;105267.67;105267.67;105267.67;103789.00;30;74499
01/08/2022 11:14:19.884;105525.68;105647.91;105423.83;105423.83;105266.12;105266.12;105266.12;103789.00;29;143409
01/08/2022 11:11:34.555;105525.68;105627.54;105479.85;105627.54;105258.08;105258.08;105258.08;103789.00;28;125142
01/08/2022 11:05:39.785;105423.83;105525.68;105276.13;105525.68;105250.53;105250.53;105250.53;103789.00;27;273981
01/08/2022 11:00:40.532;105321.97;105423.83;105148.81;105423.83;105240.58;105240.58;105240.58;103789.00;26;244083
01/08/2022 11:00:28.724;105220.11;105321.97;105220.11;105321.97;105238.03;105238.03;105238.03;103789.00;25;35929
01/08/2022 11:00:02.237;105118.25;105220.11;104924.72;105220.11;105237.70;105237.70;105237.70;103789.00;24;60555
01/08/2022 10:56:29.726;105118.25;105265.94;105016.39;105016.39;105240.53;105240.53;105240.53;103789.00;23;117103
01/08/2022 10:53:47.826;105220.11;105332.15;105118.25;105118.25;105242.92;105242.92;105242.92;103789.00;22;114877
01/08/2022 10:53:26.816;105220.11;105321.97;105209.92;105321.97;105242.91;105242.91;105242.91;103789.00;21;46243
01/08/2022 10:47:21.952;105118.25;105220.11;104970.55;105220.11;105242.63;105242.63;105242.63;103789.00;20;237679
01/08/2022 10:44:38.583;105118.25;105265.94;105016.39;105016.39;105252.24;105252.24;105252.24;103789.00;19;167741
01/08/2022 10:43:02.766;105118.25;105220.11;105087.69;105220.11;105257.80;105257.80;105257.80;103789.00;18;81372
01/08/2022 10:41:51.315;105016.39;105118.25;104985.83;105118.25;105260.42;105260.42;105260.42;103789.00;17;95003
01/08/2022 10:40:39.120;104914.53;105016.39;104853.42;105016.39;105266.39;105266.39;105266.39;103789.00;16;65813
01/08/2022 10:35:05.181;104812.67;104914.53;104664.98;104914.53;105273.09;105273.09;105273.09;103789.00;15;243490
01/08/2022 10:33:47.106;104710.81;104812.67;104598.77;104812.67;105312.18;105312.18;105312.18;103789.00;14;102424
01/08/2022 10:32:48.237;104710.81;104756.65;104608.96;104608.96;105333.34;105333.34;105333.34;103789.00;13;82209
01/08/2022 10:32:08.952;104812.67;104822.86;104710.81;104710.81;105352.31;105352.31;105352.31;103789.00;12;72914
01/08/2022 10:25:58.433;104914.53;104924.72;104812.67;104812.67;105367.59;105367.59;105367.59;103789.00;11;277847
01/08/2022 10:17:06.386;105016.39;105199.74;104914.53;104914.53;105422.59;105422.59;105422.59;103789.00;10;337554
01/08/2022 10:15:24.575;105118.25;105179.36;105016.39;105016.39;105477.46;105477.46;105477.46;103789.00;9;91682
01/08/2022 10:02:02.464;105220.11;105413.64;105118.25;105118.25;105494.96;105494.96;105494.96;103789.00;8;593143
01/08/2022 10:01:02.187;105321.97;105332.15;105220.11;105220.11;105589.81;105589.81;105589.81;103789.00;7;74753
01/08/2022 09:58:22.988;105423.83;105469.66;105321.97;105321.97;105606.35;105606.35;105606.35;103789.00;6;114558
01/08/2022 09:55:07.213;105525.68;105546.06;105423.83;105423.83;105625.64;105625.64;105625.64;103789.00;5;148822
01/08/2022 09:37:01.299;105627.54;105785.42;105525.68;105525.68;105643.41;105643.41;105643.41;103789.00;4;471847
01/08/2022 09:08:24.905;105627.54;105729.40;105484.94;105729.40;105610.59;105610.59;105610.59;103789.00;3;474575
01/08/2022 09:00:53.128;105627.54;105759.96;105525.68;105525.68;105639.27;105639.27;105639.27;103789.00;2;184513
01/08/2022 09:00:53.128;105627.54;105729.40;105627.54;105729.40;105695.45;105695.45;105695.45;103789.00;1;0
29/07/2022 17:49:29.999;105525.68;105627.54;105408.55;105627.54;105688.60;103701.25;101642.65;103285.00;53;42102
29/07/2022 17:37:23.167;105525.68;105602.08;105423.83;105423.83;105689.25;103700.12;101642.13;103285.00;52;151082
29/07/2022 17:37:17.986;105627.54;105627.54;105525.68;105525.68;105690.95;103695.92;101640.26;103285.00;51;14538
29/07/2022 17:11:51.609;105729.40;105856.73;105627.54;105627.54;105691.07;103695.50;101640.08;103285.00;50;302875
29/07/2022 16:59:13.273;105729.40;105831.26;105596.99;105831.26;105689.70;103686.04;101636.12;103285.00;49;296013
29/07/2022 16:56:44.029;105729.40;105800.70;105627.54;105627.54;105689.44;103676.93;101632.28;103285.00;48;104780
29/07/2022 16:53:22.846;105831.26;105861.82;105729.40;105729.40;105689.19;103673.65;101630.92;103285.00;47;129441
29/07/2022 16:40:56.325;105933.12;106009.51;105831.26;105831.26;105688.12;103669.45;101629.20;103285.00;46;323705
29/07/2022 16:34:54.275;106034.98;106060.44;105933.12;105933.12;105682.09;103658.23;101624.77;103285.00;45;140510
29/07/2022 16:22:54.685;106136.84;106213.23;106034.98;106034.98;105678.42;103653.15;101622.80;103285.00;44;244583
29/07/2022 16:17:12.589;106238.70;106274.35;106136.84;106136.84;105669.43;103643.81;101619.29;103285.00;43;167648
29/07/2022 16:13:12.232;106340.55;106355.83;106238.70;106238.70;105661.69;103637.12;101616.83;103285.00;42;95621
29/07/2022 15:28:48.833;106442.41;106600.29;106340.55;106340.55;105656.45;103633.15;101615.39;103285.00;41;793701
29/07/2022 15:27:32.536;106442.41;106544.27;106416.95;106544.27;105594.78;103597.27;101602.95;103285.00;40;88321
29/07/2022 15:19:08.719;106340.55;106442.41;106304.90;106442.41;105587.61;103593.26;101601.57;103285.00;39;263921
29/07/2022 15:12:00.464;106238.70;106340.55;106187.77;106340.55;105568.15;103581.67;101597.54;103285.00;38;185411
29/07/2022 14:52:34.264;106136.84;106238.70;106065.54;106238.70;105555.81;103573.79;101594.76;103285.00;37;461421
29/07/2022 14:46:08.501;106034.98;106136.84;105994.23;106136.84;105528.05;103554.75;101588.00;103285.00;36;146280
29/07/2022 13:55:59.209;105933.12;106034.98;105826.17;106034.98;105520.00;103548.86;101585.89;103285.00;35;798192
29/07/2022 13:31:11.098;105831.26;105933.12;105673.38;105933.12;105484.39;103518.11;101574.73;103285.00;34;508630
29/07/2022 12:25:25.182;105729.40;105831.26;105535.87;105831.26;105464.55;103498.98;101567.76;103285.00;33;1326043
29/07/2022 12:18:25.460;105729.40;105882.19;105627.54;105627.54;105423.21;103450.39;101550.03;103285.00;32;227990
29/07/2022 12:14:41.605;105729.40;105831.26;105683.57;105831.26;105412.11;103441.54;101546.91;103285.00;31;145758
29/07/2022 12:11:58.696;105627.54;105729.40;105612.26;105729.40;105404.79;103435.86;101544.92;103285.00;30;92057
29/07/2022 12:03:59.494;105525.68;105627.54;105413.64;105627.54;105401.14;103432.39;101543.69;103285.00;29;174995
29/07/2022 11:57:48.361;105525.68;105673.38;105423.83;105423.83;105397.40;103426.15;101541.41;103285.00;28;201462
29/07/2022 11:42:40.755;105525.68;105627.54;105408.55;105627.54;105392.52;103418.88;101538.79;103285.00;27;428224
29/07/2022 11:25:20.718;105423.83;105525.68;105250.67;105525.68;105383.53;103403.51;101533.23;103285.00;26;534771
29/07/2022 11:19:49.943;105321.97;105423.83;105301.60;105423.83;105382.88;103385.16;101526.50;103285.00;25;157734
29/07/2022 11:13:21.473;105220.11;105321.97;105113.16;105321.97;105383.27;103379.74;101524.52;103285.00;24;207736
29/07/2022 11:08:15.208;105220.11;105276.13;105118.25;105118.25;105389.69;103373.06;101522.00;103285.00;23;193334
29/07/2022 11:05:45.787;105321.97;105449.29;105220.11;105220.11;105397.88;103366.93;101519.68;103285.00;22;114567
29/07/2022 11:05:05.150;105321.97;105423.83;105311.78;105423.83;105399.34;103362.99;101518.25;103285.00;21;53820
29/07/2022 11:00:02.230;105220.11;105321.97;105082.60;105321.97;105399.65;103361.09;101517.57;103285.00;20;293071
29/07/2022 10:53:50.583;105220.11;105276.13;105118.25;105118.25;105412.35;103351.55;101514.02;103285.00;19;223972
29/07/2022 10:45:08.311;105321.97;105490.03;105220.11;105220.11;105424.09;103344.24;101511.32;103285.00;18;374401
29/07/2022 10:43:26.456;105423.83;105540.96;105321.97;105321.97;105431.54;103330.89;101506.60;103285.00;17;76082
29/07/2022 10:40:36.526;105423.83;105525.68;105398.36;105525.68;105431.73;103328.06;101505.62;103285.00;16;109756
29/07/2022 10:39:11.655;105321.97;105423.83;105209.92;105423.83;105431.10;103323.90;101504.20;103285.00;15;85552
29/07/2022 10:31:59.646;105321.97;105500.22;105220.11;105220.11;105434.02;103320.86;101503.13;103285.00;14;400299
29/07/2022 10:12:17.653;105321.97;105423.83;105118.25;105423.83;105442.17;103306.09;101498.03;103285.00;13;739318
29/07/2022 10:11:35.189;105321.97;105393.27;105220.11;105220.11;105501.85;103279.78;101488.86;103285.00;12;68576
29/07/2022 10:09:03.853;105423.83;105439.10;105321.97;105321.97;105508.23;103277.26;101488.00;103285.00;11;127712
