Date;Open;High;Low;Close;VWD;VWS;VWM;ADJ;Candle;Volume
05/09/2022 09:10:57.059;112500.00;112600.00;112410.00;112600.00;112455.62;112455.62;111687.32;112246.00;6;419567
05/09/2022 09:10:36.402;112400.00;112500.00;112395.00;112500.00;112388.73;112388.73;111677.61;112246.00;5;34178
05/09/2022 09:09:53.551;112300.00;112400.00;112175.00;112400.00;112381.11;112381.11;111676.86;112246.00;4;58586
05/09/2022 09:09:42.991;112300.00;112300.00;112200.00;112200.00;112399.92;112399.92;111675.83;112246.00;3;18443
05/09/2022 09:05:08.522;112400.00;112515.00;112300.00;112300.00;112412.50;112412.50;111675.53;112246.00;2;108126
05/09/2022 09:01:21.433;112400.00;112500.00;112300.00;112500.00;112407.18;112407.18;111673.26;112246.00;1;118661
02/09/2022 17:04:18.169;112300.00;112400.00;112130.00;112400.00;112674.66;112415.94;111670.79;111912.00;99;443353
02/09/2022 17:00:23.428;112200.00;112300.00;112175.00;112300.00;112685.87;112416.77;111663.26;111912.00;98;69524
02/09/2022 16:39:45.167;112100.00;112200.00;111930.00;112200.00;112687.77;112416.92;111662.10;111912.00;97;547392
02/09/2022 16:37:40.710;112100.00;112140.00;112000.00;112000.00;112709.57;112419.29;111655.71;111912.00;96;121280
02/09/2022 16:37:25.441;112200.00;112200.00;112100.00;112100.00;112714.50;112419.80;111654.21;111912.00;95;19925
02/09/2022 16:36:05.087;112300.00;112305.00;112200.00;112200.00;112715.21;112419.86;111653.92;111912.00;94;46553
02/09/2022 16:23:51.503;112400.00;112505.00;112300.00;112300.00;112716.58;112419.96;111653.09;111912.00;93;321238
02/09/2022 16:23:01.577;112500.00;112500.00;112400.00;112400.00;112723.17;112420.02;111645.92;111912.00;92;48852
02/09/2022 16:18:11.436;112600.00;112680.00;112500.00;112500.00;112724.06;112420.00;111644.75;111912.00;91;136578
02/09/2022 16:05:50.698;112700.00;112850.00;112600.00;112600.00;112725.12;112419.69;111640.82;111912.00;90;348726
02/09/2022 15:53:03.938;112700.00;112800.00;112510.00;112800.00;112724.72;112418.30;111629.22;111912.00;89;340528
02/09/2022 15:33:45.796;112700.00;112875.00;112600.00;112600.00;112726.43;112417.32;111618.58;111912.00;88;415136
02/09/2022 15:27:26.140;112800.00;112935.00;112700.00;112700.00;112725.62;112415.58;111604.01;111912.00;87;168745
02/09/2022 15:25:52.876;112800.00;112900.00;112795.00;112900.00;112724.52;112414.73;111597.65;111912.00;86;67488
02/09/2022 15:18:10.326;112700.00;112800.00;112615.00;112800.00;112723.91;112414.37;111595.02;111912.00;85;217786
02/09/2022 15:15:57.437;112600.00;112700.00;112520.00;112700.00;112724.28;112413.59;111587.47;111912.00;84;92023
02/09/2022 15:07:37.901;112500.00;112600.00;112415.00;112600.00;112724.97;112413.34;111584.47;111912.00;83;250812
02/09/2022 15:03:43.788;112400.00;112500.00;112335.00;112500.00;112728.91;112413.01;111577.04;111912.00;82;123595
02/09/2022 14:57:40.580;112300.00;112400.00;112195.00;112400.00;112731.86;112413.00;111573.73;111912.00;81;154101
02/09/2022 14:34:37.574;112300.00;112500.00;112200.00;112200.00;112736.66;112413.16;111570.00;111912.00;80;759800
02/09/2022 14:22:25.321;112300.00;112400.00;112135.00;112400.00;112760.70;112413.74;111550.48;111912.00;79;402243
02/09/2022 14:21:09.988;112300.00;112335.00;112200.00;112200.00;112777.70;112414.51;111540.93;111912.00;78;66075
02/09/2022 14:18:35.929;112400.00;112515.00;112300.00;112300.00;112780.65;112414.64;111539.35;111912.00;77;84741
02/09/2022 14:14:19.711;112400.00;112500.00;112250.00;112500.00;112783.43;112414.65;111536.91;111912.00;76;192365
02/09/2022 14:08:32.568;112400.00;112475.00;112300.00;112300.00;112790.31;112414.75;111531.48;111912.00;75;224244
02/09/2022 14:06:24.147;112500.00;112520.00;112400.00;112400.00;112798.51;112414.84;111525.01;111912.00;74;100385
02/09/2022 14:02:00.197;112600.00;112650.00;112500.00;112500.00;112801.51;112414.77;111521.80;111912.00;73;174868
02/09/2022 13:53:25.988;112700.00;112895.00;112600.00;112600.00;112805.02;112414.39;111515.45;111912.00;72;297898
02/09/2022 13:51:20.565;112800.00;112860.00;112700.00;112700.00;112806.61;112413.09;111502.77;111912.00;71;114422
02/09/2022 13:51:07.697;112900.00;112900.00;112800.00;112800.00;112806.91;112412.55;111497.70;111912.00;70;28678
02/09/2022 13:37:18.477;113000.00;113115.00;112900.00;112900.00;112806.79;112412.38;111496.36;111912.00;69;464815
02/09/2022 13:33:06.683;113100.00;113130.00;113000.00;113000.00;112797.49;112408.77;111471.61;111912.00;68;173817
02/09/2022 13:22:17.613;113200.00;113315.00;113100.00;113100.00;112792.67;112407.26;111461.75;111912.00;67;438181
02/09/2022 13:21:05.741;113300.00;113310.00;113200.00;113200.00;112773.54;112402.67;111434.28;111912.00;66;56769
02/09/2022 13:17:01.248;113400.00;113485.00;113300.00;113300.00;112770.55;112402.02;111430.53;111912.00;65;131041
02/09/2022 13:10:35.870;113500.00;113550.00;113400.00;113400.00;112761.78;112400.32;111421.24;111912.00;64;178579
02/09/2022 11:43:36.901;113600.00;113735.00;113500.00;113500.00;112747.68;112397.78;111407.86;111912.00;63;1559797
02/09/2022 11:41:23.107;113700.00;113805.00;113600.00;113600.00;112563.29;112371.82;111273.87;111912.00;62;127894
02/09/2022 11:38:45.231;113700.00;113800.00;113665.00;113800.00;112543.86;112369.56;111261.93;111912.00;61;120513
02/09/2022 11:31:11.058;113600.00;113700.00;113490.00;113700.00;112524.03;112367.34;111250.32;111912.00;60;291231
02/09/2022 11:28:59.955;113500.00;113600.00;113475.00;113600.00;112478.89;112362.47;111223.34;111912.00;59;118271
02/09/2022 11:27:31.320;113400.00;113500.00;113365.00;113500.00;112460.41;112360.57;111212.47;111912.00;58;74760
02/09/2022 11:23:20.369;113300.00;113400.00;113230.00;113400.00;112449.63;112359.48;111205.87;111912.00;57;195897
02/09/2022 11:22:47.954;113200.00;113300.00;113190.00;113300.00;112423.41;112356.90;111189.23;111912.00;56;57841
02/09/2022 11:17:31.612;113100.00;113200.00;112955.00;113200.00;112415.98;112356.19;111184.43;111912.00;55;256221
02/09/2022 11:15:58.891;113000.00;113100.00;112960.00;113100.00;112389.19;112353.70;111164.85;111912.00;54;94271
02/09/2022 11:14:04.858;112900.00;113000.00;112805.00;113000.00;112379.26;112352.82;111157.66;111912.00;53;129236
02/09/2022 11:13:01.915;112800.00;112900.00;112765.00;112900.00;112367.52;112351.80;111148.31;111912.00;52;86340
02/09/2022 11:12:35.558;112700.00;112800.00;112640.00;112800.00;112360.93;112351.25;111142.37;111912.00;51;57800
02/09/2022 11:12:27.011;112600.00;112700.00;112590.00;112700.00;112357.43;112350.96;111138.62;111912.00;50;25722
02/09/2022 11:12:07.283;112500.00;112600.00;112480.00;112600.00;112356.14;112350.85;111137.02;111912.00;49;37696
02/09/2022 11:10:21.360;112400.00;112500.00;112395.00;112500.00;112354.92;112350.75;111134.82;111912.00;48;83751
02/09/2022 11:06:24.082;112300.00;112400.00;112140.00;112400.00;112353.53;112350.64;111130.25;111912.00;47;177786
02/09/2022 11:05:31.704;112300.00;112405.00;112200.00;112200.00;112356.29;112350.84;111121.77;111912.00;46;68215
02/09/2022 11:04:41.255;112300.00;112400.00;112275.00;112400.00;112357.11;112350.90;111118.42;111912.00;45;48310
02/09/2022 11:02:51.061;112200.00;112300.00;112090.00;112300.00;112357.37;112350.91;111115.96;111912.00;44;87957
02/09/2022 10:59:50.961;112200.00;112345.00;112100.00;112100.00;112359.79;112351.08;111111.89;111912.00;43;181743
02/09/2022 10:57:15.839;112300.00;112355.00;112200.00;112200.00;112366.16;112351.52;111103.62;111912.00;42;83562
02/09/2022 10:55:44.637;112400.00;112465.00;112300.00;112300.00;112367.47;112351.59;111099.39;111912.00;41;66962
02/09/2022 10:50:28.627;112500.00;112685.00;112400.00;112400.00;112367.24;112351.56;111095.71;111912.00;40;245338
02/09/2022 10:45:08.397;112500.00;112600.00;112320.00;112600.00;112357.81;112350.88;111080.28;111912.00;39;302431
02/09/2022 10:36:51.331;112400.00;112500.00;112200.00;112500.00;112349.39;112350.33;111061.70;111912.00;38;460573
02/09/2022 10:35:56.979;112400.00;112425.00;112300.00;112300.00;112350.86;112350.42;111035.40;111912.00;37;68100
02/09/2022 10:34:22.732;112500.00;112650.00;112400.00;112400.00;112350.68;112350.41;111031.35;111912.00;36;116499
02/09/2022 10:33:08.613;112500.00;112600.00;112360.00;112600.00;112344.92;112350.10;111023.43;111912.00;35;100734
02/09/2022 10:32:25.707;112500.00;112535.00;112400.00;112400.00;112341.76;112349.94;111016.87;111912.00;34;48957
02/09/2022 10:30:56.056;112600.00;112740.00;112500.00;112500.00;112340.12;112349.86;111013.65;111912.00;33;143525
02/09/2022 10:24:12.553;112600.00;112700.00;112410.00;112700.00;112327.70;112349.26;111002.97;111912.00;32;321128
02/09/2022 10:19:50.562;112600.00;112710.00;112500.00;112500.00;112305.97;112348.38;110980.04;111912.00;31;156055
02/09/2022 10:14:56.468;112600.00;112700.00;112435.00;112700.00;112289.42;112347.76;110968.05;111912.00;30;216852
02/09/2022 10:09:43.842;112600.00;112750.00;112500.00;112500.00;112270.14;112347.17;110951.98;111912.00;29;221694
02/09/2022 10:02:54.793;112600.00;112700.00;112480.00;112700.00;112238.13;112346.23;110934.12;111912.00;28;260853
02/09/2022 09:55:32.347;112600.00;112770.00;112500.00;112500.00;112197.53;112345.29;110913.18;111912.00;27;317549
02/09/2022 09:51:00.157;112600.00;112700.00;112525.00;112700.00;112124.90;112343.88;110886.11;111912.00;26;134145
02/09/2022 09:43:57.114;112500.00;112600.00;112320.00;112600.00;112089.20;112343.35;110874.65;111912.00;25;280449
02/09/2022 09:42:35.658;112500.00;112530.00;112400.00;112400.00;112024.46;112342.91;110852.51;111912.00;24;52461
02/09/2022 09:38:04.527;112600.00;112715.00;112500.00;112500.00;112008.88;112342.81;110848.24;111912.00;23;160832
02/09/2022 09:37:19.457;112600.00;112700.00;112555.00;112700.00;111938.97;112342.22;110834.02;111912.00;22;67138
02/09/2022 09:34:57.105;112500.00;112600.00;112325.00;112600.00;111902.84;112341.93;110827.90;111912.00;21;147398
02/09/2022 09:33:52.517;112400.00;112500.00;112310.00;112500.00;111830.93;112341.69;110815.62;111912.00;20;76904
02/09/2022 09:33:39.163;112300.00;112400.00;112275.00;112400.00;111788.82;112341.61;110809.32;111912.00;19;27488
02/09/2022 09:31:45.503;112200.00;112300.00;112000.00;112300.00;111774.32;112341.62;110807.17;111912.00;18;108925
02/09/2022 09:31:13.433;112200.00;112355.00;112100.00;112100.00;111729.09;112341.92;110799.56;111912.00;17;60066
02/09/2022 09:30:53.546;112200.00;112300.00;112110.00;112300.00;111695.32;112342.04;110795.16;111912.00;16;41685
02/09/2022 09:30:51.018;112100.00;112200.00;112090.00;112200.00;111669.86;112342.13;110792.12;111912.00;15;10237
02/09/2022 09:30:32.871;112000.00;112100.00;111910.00;112100.00;111663.65;112342.16;110791.40;111912.00;14;32528
02/09/2022 09:30:19.963;111900.00;112000.00;111800.00;112000.00;111648.83;112342.32;110789.32;111912.00;13;22460
02/09/2022 09:30:16.552;111800.00;111900.00;111755.00;111900.00;111641.23;112342.46;110788.01;111912.00;12;8363
02/09/2022 09:30:10.862;111700.00;111800.00;111545.00;111800.00;111639.03;112342.53;110787.55;111912.00;11;14256
02/09/2022 09:30:10.242;111700.00;111725.00;111600.00;111600.00;111638.85;112342.67;110786.91;111912.00;10;5229
02/09/2022 09:30:09.690;111800.00;111850.00;111700.00;111700.00;111638.70;112342.73;110786.67;111912.00;9;3218
02/09/2022 09:30:02.576;111900.00;112055.00;111800.00;111800.00;111638.14;112342.76;110786.51;111912.00;8;25735
02/09/2022 09:30:01.408;111900.00;112000.00;111870.00;112000.00;111626.04;112342.90;110784.92;111912.00;7;7736
02/09/2022 09:29:35.574;111800.00;111900.00;111690.00;111900.00;111622.36;112342.95;110784.45;111912.00;6;28297
02/09/2022 09:16:12.835;111700.00;111800.00;111540.00;111800.00;111615.27;112343.18;110782.96;111912.00;5;302800
02/09/2022 09:05:16.433;111600.00;111700.00;111435.00;111700.00;111570.76;112346.25;110768.67;111912.00;4;214932
02/09/2022 09:01:01.325;111600.00;111700.00;111500.00;111500.00;111607.38;112348.83;110759.64;111912.00;3;101611
02/09/2022 09:00:31.156;111700.00;111810.00;111600.00;111600.00;111684.31;112350.01;110755.12;111912.00;2;37714
02/09/2022 09:00:31.156;111800.00;111800.00;111700.00;111700.00;111733.33;112350.39;110753.22;111912.00;1;0
01/09/2022 18:01:21.941;111900.00;111900.00;111800.00;111800.00;110753.22;112350.39;110753.22;111179.00;105;9104
01/09/2022 17:46:21.354;112000.00;112125.00;111900.00;111900.00;110752.66;112350.45;110752.66;111179.00;104;50874
01/09/2022 17:14:05.866;112000.00;112100.00;111920.00;112100.00;110748.95;112350.66;110748.95;111179.00;103;297725
01/09/2022 17:03:51.829;111900.00;112000.00;111855.00;112000.00;110728.13;112352.19;110728.13;111179.00;102;147846
01/09/2022 16:58:25.414;111800.00;111900.00;111755.00;111900.00;110718.07;112353.11;110718.07;111179.00;101;116978
01/09/2022 16:38:26.511;111700.00;111800.00;111570.00;111800.00;110710.82;112354.06;110710.82;111179.00;100;444236
01/09/2022 16:32:29.039;111600.00;111700.00;111470.00;111700.00;110685.96;112358.65;110685.96;111179.00;99;135116
01/09/2022 16:21:05.475;111600.00;111745.00;111500.00;111500.00;110678.69;112360.20;110678.69;111179.00;98;273661
01/09/2022 16:13:46.698;111700.00;111835.00;111600.00;111600.00;110663.41;112363.31;110663.41;111179.00;97;227187
01/09/2022 16:11:57.749;111700.00;111800.00;111670.00;111800.00;110648.84;112365.52;110648.84;111179.00;96;78801
01/09/2022 16:07:47.170;111600.00;111700.00;111525.00;111700.00;110643.70;112366.29;110643.70;111179.00;95;193608
01/09/2022 15:55:41.480;111500.00;111600.00;111380.00;111600.00;110632.13;112368.52;110632.13;111179.00;94;338339
01/09/2022 15:45:09.292;111400.00;111500.00;111260.00;111500.00;110614.38;112373.25;110614.38;111179.00;93;255397
01/09/2022 15:33:54.553;111400.00;111585.00;111300.00;111300.00;110602.29;112377.29;110602.29;111179.00;92;381723
01/09/2022 15:24:16.127;111400.00;111500.00;111305.00;111500.00;110581.71;112382.97;110581.71;111179.00;91;345166
01/09/2022 15:21:57.555;111300.00;111400.00;111240.00;111400.00;110562.89;112388.32;110562.89;111179.00;90;97424
01/09/2022 15:21:06.102;111200.00;111300.00;111195.00;111300.00;110557.98;112389.98;110557.98;111179.00;89;55978
01/09/2022 15:15:28.327;111100.00;111200.00;111060.00;111200.00;110555.41;112391.00;110555.41;111179.00;88;195547
01/09/2022 15:14:57.377;111000.00;111100.00;110990.00;111100.00;110547.94;112394.97;110547.94;111179.00;87;37197
01/09/2022 15:11:16.469;110900.00;111000.00;110765.00;111000.00;110546.70;112395.77;110546.70;111179.00;86;101542
01/09/2022 15:06:12.148;110900.00;111010.00;110800.00;110800.00;110544.27;112398.21;110544.27;111179.00;85;166768
01/09/2022 14:55:35.396;110900.00;111000.00;110715.00;111000.00;110540.08;112402.19;110540.08;111179.00;84;367332
01/09/2022 14:47:26.338;110800.00;110900.00;110640.00;110900.00;110532.52;112411.51;110532.52;111179.00;83;242006
01/09/2022 14:38:23.195;110800.00;110920.00;110700.00;110700.00;110528.10;112417.88;110528.10;111179.00;82;243977
01/09/2022 14:28:12.285;110900.00;111060.00;110800.00;110800.00;110522.99;112424.24;110522.99;111179.00;81;376953
01/09/2022 14:26:18.453;110900.00;111000.00;110790.00;111000.00;110511.10;112433.39;110511.10;111179.00;80;116169
01/09/2022 14:24:34.585;110800.00;110900.00;110755.00;110900.00;110507.71;112436.32;110507.71;111179.00;79;92396
01/09/2022 14:24:26.745;110700.00;110800.00;110695.00;110800.00;110505.56;112438.79;110505.56;111179.00;78;24676
01/09/2022 14:21:38.181;110600.00;110700.00;110580.00;110700.00;110505.10;112439.47;110505.10;111179.00;77;116877
01/09/2022 14:20:13.168;110500.00;110600.00;110500.00;110600.00;110503.91;112442.94;110503.91;111179.00;76;76565
01/09/2022 14:14:33.805;110400.00;110500.00;110360.00;110500.00;110503.63;112445.32;110503.63;111179.00;75;185458
01/09/2022 14:12:09.504;110300.00;110400.00;110245.00;110400.00;110504.77;112451.51;110504.77;111179.00;74;80741
01/09/2022 14:02:30.004;110200.00;110300.00;110155.00;110300.00;110505.95;112454.35;110505.95;111179.00;73;232822
01/09/2022 13:31:53.715;110100.00;110200.00;109925.00;110200.00;110511.34;112462.98;110511.34;111179.00;72;693003
01/09/2022 13:28:19.831;110100.00;110210.00;110000.00;110000.00;110538.48;112490.98;110538.48;111179.00;71;82164
01/09/2022 13:09:04.364;110100.00;110200.00;110000.00;110200.00;110541.62;112494.28;110541.62;111179.00;70;456356
01/09/2022 13:04:28.567;110000.00;110100.00;109950.00;110100.00;110559.97;112512.82;110559.97;111179.00;69;124567
01/09/2022 13:01:29.831;109900.00;110000.00;109865.00;110000.00;110566.13;112518.10;110566.13;111179.00;68;81255
01/09/2022 12:57:34.891;109800.00;109900.00;109620.00;109900.00;110570.97;112521.69;110570.97;111179.00;67;185672
01/09/2022 12:56:19.370;109800.00;109805.00;109700.00;109700.00;110585.47;112530.50;110585.47;111179.00;66;47157
01/09/2022 12:52:15.723;109900.00;109975.00;109800.00;109800.00;110589.11;112532.73;110589.11;111179.00;65;143604
01/09/2022 12:41:19.669;110000.00;110075.00;109900.00;109900.00;110598.85;112539.25;110598.85;111179.00;64;268935
01/09/2022 12:40:12.750;110100.00;110100.00;110000.00;110000.00;110614.49;112550.97;110614.49;111179.00;63;44002
01/09/2022 12:36:24.615;110200.00;110375.00;110100.00;110100.00;110616.97;112552.87;110616.97;111179.00;62;136237
01/09/2022 12:33:29.788;110200.00;110300.00;110140.00;110300.00;110622.25;112558.33;110622.25;111179.00;61;107753
01/09/2022 12:30:32.807;110100.00;110200.00;110095.00;110200.00;110626.57;112562.68;110626.57;111179.00;60;122233
01/09/2022 12:05:39.490;110000.00;110100.00;109845.00;110100.00;110632.52;112567.78;110632.52;111179.00;59;728347
01/09/2022 12:00:59.830;109900.00;110000.00;109725.00;110000.00;110684.75;112600.80;110684.75;111179.00;58;221188
01/09/2022 11:39:25.165;109900.00;110095.00;109800.00;109800.00;110706.46;112611.65;110706.46;111179.00;57;778070
01/09/2022 11:38:59.449;110000.00;110005.00;109900.00;109900.00;110780.37;112648.75;110780.37;111179.00;56;34882
01/09/2022 11:33:52.950;110100.00;110180.00;110000.00;110000.00;110783.96;112650.43;110783.96;111179.00;55;207044
01/09/2022 11:28:28.906;110200.00;110350.00;110100.00;110100.00;110802.39;112659.94;110802.39;111179.00;54;224092
01/09/2022 11:22:25.780;110200.00;110300.00;110060.00;110300.00;110818.85;112669.68;110818.85;111179.00;53;270824
01/09/2022 11:21:33.777;110100.00;110200.00;110095.00;110200.00;110841.91;112681.81;110841.91;111179.00;52;65335
01/09/2022 11:13:07.454;110000.00;110100.00;109800.00;110100.00;110848.06;112684.79;110848.06;111179.00;51;367794
01/09/2022 11:05:54.376;110000.00;110145.00;109900.00;109900.00;110897.54;112703.33;110897.54;111179.00;50;316439
01/09/2022 11:02:25.222;110100.00;110190.00;110000.00;110000.00;110938.99;112718.80;110938.99;111179.00;49;226849
01/09/2022 11:02:11.273;110200.00;110220.00;110100.00;110100.00;110969.33;112729.79;110969.33;111179.00;48;51265
01/09/2022 11:00:55.950;110300.00;110445.00;110200.00;110200.00;110975.93;112732.21;110975.93;111179.00;47;102106
01/09/2022 11:00:25.156;110400.00;110515.00;110300.00;110300.00;110986.92;112736.78;110986.92;111179.00;46;42295
01/09/2022 10:58:03.045;110400.00;110500.00;110305.00;110500.00;110991.00;112738.62;110991.00;111179.00;45;117252
01/09/2022 10:55:49.689;110300.00;110400.00;110180.00;110400.00;111002.09;112743.65;111002.09;111179.00;44;119583
01/09/2022 10:55:06.306;110300.00;110300.00;110200.00;110200.00;111017.04;112749.16;111017.04;111179.00;43;63119
01/09/2022 10:51:46.476;110400.00;110445.00;110300.00;110300.00;111025.33;112752.09;111025.33;111179.00;42;148132
01/09/2022 10:50:10.913;110500.00;110610.00;110400.00;110400.00;111042.14;112758.65;111042.14;111179.00;41;95259
01/09/2022 10:46:41.059;110600.00;110765.00;110500.00;110500.00;111051.54;112762.68;111051.54;111179.00;40;221012
01/09/2022 10:40:23.716;110700.00;110875.00;110600.00;110600.00;111069.10;112771.55;111069.10;111179.00;39;376929
01/09/2022 10:39:27.875;110700.00;110800.00;110700.00;110800.00;111092.13;112785.84;111092.13;111179.00;38;82897
01/09/2022 10:38:53.311;110600.00;110700.00;110595.00;110700.00;111098.02;112789.05;111098.02;111179.00;37;45634
01/09/2022 10:35:38.582;110500.00;110600.00;110325.00;110600.00;111102.25;112790.90;111102.25;111179.00;36;255087
01/09/2022 10:33:31.410;110500.00;110535.00;110400.00;110400.00;111137.75;112802.21;111137.75;111179.00;35;142967
01/09/2022 10:30:19.340;110600.00;110740.00;110500.00;110500.00;111159.04;112808.57;111159.04;111179.00;34;277672
01/09/2022 10:28:44.671;110700.00;110765.00;110600.00;110600.00;111195.37;112820.28;111195.37;111179.00;33;127044
01/09/2022 10:28:27.124;110800.00;110830.00;110700.00;110700.00;111211.09;112825.48;111211.09;111179.00;32;48428
01/09/2022 10:27:44.849;110900.00;110950.00;110800.00;110800.00;111216.45;112827.40;111216.45;111179.00;31;81160
01/09/2022 10:24:49.565;111000.00;111170.00;110900.00;110900.00;111223.38;112830.45;111223.38;111179.00;30;176220
01/09/2022 10:22:59.988;111100.00;111115.00;111000.00;111000.00;111231.87;112836.54;111231.87;111179.00;29;103779
01/09/2022 10:17:39.443;111200.00;111350.00;111100.00;111100.00;111236.65;112840.11;111236.65;111179.00;28;269478
01/09/2022 10:13:00.959;111200.00;111300.00;111080.00;111300.00;111235.20;112848.43;111235.20;111179.00;27;249820
01/09/2022 10:12:23.305;111200.00;111240.00;111100.00;111100.00;111239.54;112856.58;111239.54;111179.00;26;55009
01/09/2022 10:06:54.184;111300.00;111485.00;111200.00;111200.00;111240.74;112858.40;111240.74;111179.00;25;430251
01/09/2022 10:06:21.566;111300.00;111400.00;111285.00;111400.00;111220.62;112871.09;111220.62;111179.00;24;80500
01/09/2022 10:06:14.698;111200.00;111300.00;111180.00;111300.00;111217.14;112873.54;111217.14;111179.00;23;23883
01/09/2022 10:05:12.624;111100.00;111200.00;110935.00;111200.00;111216.93;112874.31;111216.93;111179.00;22;113898
01/09/2022 10:03:20.888;111100.00;111145.00;111000.00;111000.00;111225.39;112878.47;111225.39;111179.00;21;116630
01/09/2022 10:00:50.069;111200.00;111320.00;111100.00;111100.00;111232.82;112882.64;111232.82;111179.00;20;102695
01/09/2022 09:50:11.664;111200.00;111300.00;111020.00;111300.00;111233.75;112886.06;111233.75;111179.00;19;399062
01/09/2022 09:48:21.106;111200.00;111220.00;111100.00;111100.00;111251.27;112899.95;111251.27;111179.00;18;95221
01/09/2022 09:30:13.789;111300.00;111495.00;111200.00;111200.00;111255.86;112903.27;111255.86;111179.00;17;652932
01/09/2022 09:20:59.524;111400.00;111505.00;111300.00;111300.00;111212.43;112924.25;111212.43;111179.00;16;195312
01/09/2022 09:20:35.809;111400.00;111500.00;111390.00;111500.00;111167.95;112930.29;111167.95;111179.00;15;38103
01/09/2022 09:14:37.963;111300.00;111400.00;111150.00;111400.00;111155.63;112931.45;111155.63;111179.00;14;192926
01/09/2022 09:12:17.606;111300.00;111415.00;111200.00;111200.00;111121.24;112938.04;111121.24;111179.00;13;101035
